Crystallize 1.4 log for model PM3_150728_2021
Run began at: Wed Jul 29 07:32:34 2015

**** WARNING ****: max courant = 1.15152.  Instability possible.

Random seed used = -1438173154

Time = 250000.000000, delC = 6.94154e-09, NuclRate = 0
Uncompensated deficit of 3.10417e-09 g at index (38,68,116) at time 13.526 m.y.
Uncompensated deficit of 4.72306e-09 g at index (91,36,95) at time 13.530 m.y.
Uncompensated deficit of 1.00376e-08 g at index (97,36,98) at time 13.530 m.y.
Uncompensated deficit of 1.0796e-08 g at index (95,41,101) at time 13.530 m.y.
Uncompensated deficit of 4.9146e-09 g at index (40,67,114) at time 13.530 m.y.
Uncompensated deficit of 7.76273e-09 g at index (37,65,120) at time 13.530 m.y.
Uncompensated deficit of 1.5527e-08 g at index (71,31,94) at time 13.532 m.y.
Uncompensated deficit of 1.30568e-08 g at index (95,25,79) at time 13.534 m.y.
Uncompensated deficit of 1.71218e-08 g at index (39,67,115) at time 13.534 m.y.
Uncompensated deficit of 1.74139e-09 g at index (94,24,78) at time 13.536 m.y.
Uncompensated deficit of 1.22565e-08 g at index (39,68,114) at time 13.538 m.y.
Uncompensated deficit of 3.99358e-09 g at index (99,110,118) at time 13.544 m.y.
Uncompensated deficit of 4.50887e-09 g at index (101,110,121) at time 13.544 m.y.
Uncompensated deficit of 1.74109e-08 g at index (92,37,96) at time 13.546 m.y.
Uncompensated deficit of 1.9102e-08 g at index (40,68,113) at time 13.546 m.y.
Uncompensated deficit of 4.48992e-09 g at index (14,10,72) at time 13.550 m.y.
Uncompensated deficit of 2.55397e-08 g at index (38,85,59) at time 13.552 m.y.
Uncompensated deficit of 1.62093e-08 g at index (68,31,93) at time 13.552 m.y.
Uncompensated deficit of 6.09721e-09 g at index (96,40,101) at time 13.552 m.y.
Uncompensated deficit of 1.44142e-08 g at index (41,69,112) at time 13.552 m.y.
Uncompensated deficit of 4.58761e-09 g at index (11,12,73) at time 13.554 m.y.
Uncompensated deficit of 2.2316e-08 g at index (41,70,111) at time 13.554 m.y.
Uncompensated deficit of 1.99326e-09 g at index (102,110,123) at time 13.554 m.y.
Uncompensated deficit of 1.92206e-08 g at index (93,37,97) at time 13.556 m.y.
Uncompensated deficit of 1.30201e-08 g at index (99,36,99) at time 13.556 m.y.
Uncompensated deficit of 8.3322e-10 g at index (47,87,86) at time 13.560 m.y.
Uncompensated deficit of 9.31927e-09 g at index (47,86,87) at time 13.560 m.y.
Uncompensated deficit of 2.37042e-09 g at index (95,37,98) at time 13.560 m.y.
Uncompensated deficit of 5.64252e-10 g at index (99,39,102) at time 13.560 m.y.
Uncompensated deficit of 2.01788e-08 g at index (42,69,111) at time 13.560 m.y.
Uncompensated deficit of 2.63235e-08 g at index (94,38,98) at time 13.570 m.y.
Uncompensated deficit of 1.45693e-08 g at index (97,37,99) at time 13.570 m.y.
Uncompensated deficit of 3.10238e-08 g at index (39,84,58) at time 13.576 m.y.
Uncompensated deficit of 1.70391e-09 g at index (96,38,99) at time 13.576 m.y.
Uncompensated deficit of 1.52675e-08 g at index (96,39,100) at time 13.576 m.y.
Uncompensated deficit of 9.42916e-09 g at index (46,91,85) at time 13.578 m.y.
Uncompensated deficit of 1.64818e-08 g at index (48,84,88) at time 13.582 m.y.
Uncompensated deficit of 2.45178e-08 g at index (97,38,100) at time 13.584 m.y.
Uncompensated deficit of 2.84073e-09 g at index (99,37,100) at time 13.586 m.y.
Uncompensated deficit of 1.23944e-08 g at index (100,109,118) at time 13.586 m.y.
Uncompensated deficit of 1.5937e-08 g at index (99,38,101) at time 13.588 m.y.
Uncompensated deficit of 3.82899e-08 g at index (41,83,59) at time 13.592 m.y.
Uncompensated deficit of 1.54938e-08 g at index (44,70,109) at time 13.592 m.y.
Uncompensated deficit of 2.62224e-10 g at index (43,82,59) at time 13.596 m.y.
Uncompensated deficit of 1.29383e-08 g at index (10,11,74) at time 13.602 m.y.
Uncompensated deficit of 1.23639e-08 g at index (45,81,61) at time 13.604 m.y.
Uncompensated deficit of 1.42781e-08 g at index (71,43,16) at time 13.606 m.y.
Uncompensated deficit of 5.26789e-09 g at index (101,37,101) at time 13.606 m.y.
Uncompensated deficit of 1.4869e-09 g at index (101,108,118) at time 13.638 m.y.
Uncompensated deficit of 9.59674e-09 g at index (49,50,112) at time 13.642 m.y.
Uncompensated deficit of 6.77476e-09 g at index (50,50,111) at time 13.652 m.y.
Uncompensated deficit of 1.2265e-08 g at index (49,52,113) at time 13.656 m.y.
Uncompensated deficit of 3.17316e-09 g at index (50,52,112) at time 13.658 m.y.
Uncompensated deficit of 7.11548e-09 g at index (48,52,114) at time 13.658 m.y.
Uncompensated deficit of 2.71883e-09 g at index (86,37,18) at time 13.664 m.y.
Uncompensated deficit of 3.34283e-09 g at index (47,52,115) at time 13.664 m.y.
Uncompensated deficit of 1.16311e-08 g at index (86,38,16) at time 13.666 m.y.
Uncompensated deficit of 3.01725e-08 g at index (101,105,23) at time 13.670 m.y.
Uncompensated deficit of 1.37393e-08 g at index (51,51,111) at time 13.670 m.y.
Uncompensated deficit of 8.03779e-09 g at index (86,36,19) at time 13.678 m.y.
Uncompensated deficit of 8.09053e-09 g at index (96,26,40) at time 13.678 m.y.
Uncompensated deficit of 1.9835e-08 g at index (45,52,117) at time 13.684 m.y.
Uncompensated deficit of 2.32415e-08 g at index (100,105,21) at time 13.686 m.y.
Uncompensated deficit of 3.0934e-09 g at index (52,51,110) at time 13.686 m.y.
Uncompensated deficit of 1.14462e-08 g at index (100,106,20) at time 13.690 m.y.
Uncompensated deficit of 1.5279e-08 g at index (53,54,110) at time 13.690 m.y.
Uncompensated deficit of 5.09272e-09 g at index (52,50,109) at time 13.692 m.y.
Uncompensated deficit of 4.76408e-09 g at index (54,46,41) at time 13.696 m.y.
Uncompensated deficit of 3.08675e-08 g at index (94,27,38) at time 13.698 m.y.
Uncompensated deficit of 2.35919e-08 g at index (44,53,118) at time 13.698 m.y.
Uncompensated deficit of 3.42276e-08 g at index (93,28,37) at time 13.706 m.y.
Uncompensated deficit of 1.45879e-08 g at index (42,44,46) at time 13.708 m.y.
Uncompensated deficit of 2.74974e-09 g at index (52,46,42) at time 13.710 m.y.
Uncompensated deficit of 1.43988e-08 g at index (53,52,109) at time 13.712 m.y.
Uncompensated deficit of 2.50931e-08 g at index (43,53,119) at time 13.712 m.y.
Uncompensated deficit of 1.39933e-09 g at index (92,28,36) at time 13.714 m.y.
Uncompensated deficit of 1.85057e-09 g at index (43,45,47) at time 13.714 m.y.
Uncompensated deficit of 3.18563e-10 g at index (44,47,50) at time 13.718 m.y.
Uncompensated deficit of 5.28297e-09 g at index (51,48,46) at time 13.720 m.y.
Uncompensated deficit of 9.46257e-09 g at index (50,46,43) at time 13.722 m.y.
Uncompensated deficit of 2.866e-09 g at index (131,102,117) at time 13.722 m.y.
Uncompensated deficit of 1.2556e-08 g at index (55,45,39) at time 13.724 m.y.
Uncompensated deficit of 1.79451e-08 g at index (53,50,108) at time 13.724 m.y.
Uncompensated deficit of 6.25729e-09 g at index (44,46,48) at time 13.726 m.y.
Uncompensated deficit of 3.44544e-09 g at index (53,45,40) at time 13.728 m.y.
Uncompensated deficit of 1.45857e-08 g at index (50,47,45) at time 13.728 m.y.
Uncompensated deficit of 1.54603e-08 g at index (54,55,109) at time 13.728 m.y.
Uncompensated deficit of 6.7819e-09 g at index (51,45,41) at time 13.730 m.y.
Uncompensated deficit of 1.03783e-08 g at index (43,44,45) at time 13.730 m.y.
Uncompensated deficit of 8.04599e-09 g at index (49,45,42) at time 13.732 m.y.
Uncompensated deficit of 1.00591e-08 g at index (42,43,44) at time 13.732 m.y.
Uncompensated deficit of 1.01072e-08 g at index (49,46,44) at time 13.732 m.y.
Uncompensated deficit of 2.09247e-09 g at index (48,45,43) at time 13.734 m.y.
Uncompensated deficit of 1.33559e-08 g at index (44,45,46) at time 13.734 m.y.
Uncompensated deficit of 3.29739e-10 g at index (53,48,107) at time 13.734 m.y.
Uncompensated deficit of 3.09406e-09 g at index (90,29,34) at time 13.736 m.y.
Uncompensated deficit of 5.31386e-09 g at index (47,44,42) at time 13.738 m.y.
Uncompensated deficit of 2.32652e-10 g at index (46,45,44) at time 13.738 m.y.
Uncompensated deficit of 7.35286e-10 g at index (48,44,41) at time 13.740 m.y.
Uncompensated deficit of 1.06837e-08 g at index (45,44,43) at time 13.740 m.y.
Uncompensated deficit of 1.29088e-08 g at index (44,44,44) at time 13.740 m.y.
Uncompensated deficit of 3.41999e-10 g at index (45,45,45) at time 13.740 m.y.
Uncompensated deficit of 1.57893e-09 g at index (47,46,45) at time 13.740 m.y.
Uncompensated deficit of 7.403e-09 g at index (45,47,49) at time 13.740 m.y.
Uncompensated deficit of 4.19186e-09 g at index (43,43,43) at time 13.742 m.y.
Uncompensated deficit of 7.24412e-09 g at index (48,47,46) at time 13.742 m.y.
Uncompensated deficit of 1.32358e-08 g at index (45,46,47) at time 13.742 m.y.
Uncompensated deficit of 6.77583e-09 g at index (50,49,49) at time 13.742 m.y.
Uncompensated deficit of 5.01632e-09 g at index (51,50,51) at time 13.742 m.y.
Uncompensated deficit of 4.07754e-10 g at index (46,43,41) at time 13.744 m.y.
Uncompensated deficit of 4.77351e-09 g at index (44,43,42) at time 13.744 m.y.
Uncompensated deficit of 4.48789e-09 g at index (46,49,53) at time 13.744 m.y.
Uncompensated deficit of 1.18787e-08 g at index (50,44,40) at time 13.746 m.y.
Uncompensated deficit of 8.33397e-09 g at index (46,46,46) at time 13.746 m.y.
Uncompensated deficit of 1.78412e-08 g at index (54,52,108) at time 13.748 m.y.
Time = 13750000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 3.64522e-09 g at index (47,43,40) at time 13.750 m.y.
Uncompensated deficit of 4.46347e-09 g at index (47,47,47) at time 13.750 m.y.
Uncompensated deficit of 3.93169e-09 g at index (46,47,48) at time 13.750 m.y.
Uncompensated deficit of 1.35036e-08 g at index (49,49,50) at time 13.752 m.y.
Uncompensated deficit of 1.59792e-08 g at index (50,50,52) at time 13.752 m.y.
Uncompensated deficit of 4.66593e-09 g at index (51,44,39) at time 13.754 m.y.
Uncompensated deficit of 1.16371e-08 g at index (42,42,42) at time 13.754 m.y.
Uncompensated deficit of 4.31237e-10 g at index (47,48,49) at time 13.754 m.y.
Uncompensated deficit of 4.56549e-09 g at index (43,42,41) at time 13.756 m.y.
Uncompensated deficit of 5.17776e-09 g at index (48,49,51) at time 13.756 m.y.
Uncompensated deficit of 1.81171e-08 g at index (47,49,52) at time 13.756 m.y.
Uncompensated deficit of 1.09499e-08 g at index (45,42,40) at time 13.758 m.y.
Uncompensated deficit of 1.30096e-08 g at index (49,50,53) at time 13.758 m.y.
Uncompensated deficit of 4.09665e-09 g at index (47,50,55) at time 13.760 m.y.
Uncompensated deficit of 6.49697e-09 g at index (48,50,54) at time 13.762 m.y.
Uncompensated deficit of 1.05663e-08 g at index (54,50,107) at time 13.762 m.y.
Uncompensated deficit of 7.89516e-09 g at index (54,44,38) at time 13.764 m.y.
Uncompensated deficit of 3.41028e-09 g at index (46,42,39) at time 13.764 m.y.
Uncompensated deficit of 6.56811e-10 g at index (127,113,137) at time 13.766 m.y.
Uncompensated deficit of 5.27603e-09 g at index (50,43,38) at time 13.774 m.y.
Uncompensated deficit of 7.07852e-09 g at index (41,41,41) at time 13.774 m.y.
Uncompensated deficit of 1.40056e-08 g at index (130,103,118) at time 13.774 m.y.
Uncompensated deficit of 1.42759e-08 g at index (56,44,37) at time 13.776 m.y.
Uncompensated deficit of 1.35717e-08 g at index (47,42,38) at time 13.776 m.y.
Uncompensated deficit of 4.10517e-09 g at index (41,98,79) at time 13.776 m.y.
Uncompensated deficit of 3.6422e-09 g at index (42,41,40) at time 13.778 m.y.
Uncompensated deficit of 5.52048e-09 g at index (43,41,39) at time 13.780 m.y.
Uncompensated deficit of 5.56434e-09 g at index (133,104,118) at time 13.780 m.y.
Uncompensated deficit of 1.40509e-08 g at index (55,53,107) at time 13.794 m.y.
Uncompensated deficit of 1.36196e-08 g at index (46,41,37) at time 13.798 m.y.
Uncompensated deficit of 5.04695e-09 g at index (40,40,40) at time 13.806 m.y.
Uncompensated deficit of 1.27048e-08 g at index (55,51,106) at time 13.808 m.y.
Uncompensated deficit of 1.13641e-08 g at index (41,40,39) at time 13.812 m.y.
Uncompensated deficit of 8.18798e-09 g at index (42,40,38) at time 13.814 m.y.
Uncompensated deficit of 1.47443e-08 g at index (47,41,36) at time 13.816 m.y.
Uncompensated deficit of 1.39588e-08 g at index (132,105,119) at time 13.816 m.y.
Uncompensated deficit of 7.29428e-09 g at index (43,40,37) at time 13.818 m.y.
Uncompensated deficit of 3.16094e-09 g at index (96,108,109) at time 13.824 m.y.
Uncompensated deficit of 1.18412e-08 g at index (94,109,108) at time 13.832 m.y.
Uncompensated deficit of 2.24506e-08 g at index (97,107,110) at time 13.832 m.y.
Uncompensated deficit of 2.27956e-09 g at index (124,111,135) at time 13.838 m.y.
Uncompensated deficit of 1.06398e-08 g at index (93,110,107) at time 13.842 m.y.
Uncompensated deficit of 3.55091e-09 g at index (132,106,120) at time 13.844 m.y.
Uncompensated deficit of 2.73635e-08 g at index (98,106,110) at time 13.846 m.y.
Uncompensated deficit of 5.73293e-09 g at index (84,69,116) at time 13.848 m.y.
Uncompensated deficit of 9.34523e-09 g at index (129,105,120) at time 13.850 m.y.
Uncompensated deficit of 2.87278e-08 g at index (92,111,107) at time 13.852 m.y.
Uncompensated deficit of 1.1877e-08 g at index (91,112,106) at time 13.854 m.y.
Uncompensated deficit of 3.85661e-08 g at index (90,112,105) at time 13.856 m.y.
Uncompensated deficit of 1.06643e-09 g at index (41,39,37) at time 13.858 m.y.
Uncompensated deficit of 1.02482e-10 g at index (42,39,36) at time 13.862 m.y.
Uncompensated deficit of 6.32698e-09 g at index (134,107,120) at time 13.862 m.y.
Uncompensated deficit of 1.25789e-08 g at index (99,105,111) at time 13.868 m.y.
Uncompensated deficit of 3.76498e-09 g at index (43,39,35) at time 13.870 m.y.
Uncompensated deficit of 1.27942e-09 g at index (131,107,121) at time 13.872 m.y.
Uncompensated deficit of 8.55982e-10 g at index (129,106,121) at time 13.876 m.y.
Uncompensated deficit of 6.16553e-09 g at index (126,111,131) at time 13.884 m.y.
Uncompensated deficit of 4.75143e-09 g at index (79,69,94) at time 13.886 m.y.
Uncompensated deficit of 9.69759e-10 g at index (134,108,121) at time 13.892 m.y.
Uncompensated deficit of 2.34902e-08 g at index (100,104,111) at time 13.898 m.y.
Uncompensated deficit of 2.37462e-09 g at index (129,107,122) at time 13.898 m.y.
Uncompensated deficit of 4.47212e-09 g at index (127,105,121) at time 13.900 m.y.
Uncompensated deficit of 8.61598e-09 g at index (131,108,122) at time 13.900 m.y.
Uncompensated deficit of 2.27164e-08 g at index (79,33,28) at time 13.902 m.y.
Uncompensated deficit of 6.38271e-09 g at index (129,108,123) at time 13.918 m.y.
Uncompensated deficit of 1.09465e-08 g at index (86,70,115) at time 13.920 m.y.
Uncompensated deficit of 9.6887e-09 g at index (127,106,122) at time 13.922 m.y.
Uncompensated deficit of 5.59388e-09 g at index (124,110,131) at time 13.922 m.y.
Uncompensated deficit of 1.42323e-08 g at index (134,109,122) at time 13.926 m.y.
Uncompensated deficit of 2.92307e-09 g at index (131,109,123) at time 13.926 m.y.
Uncompensated deficit of 8.35961e-09 g at index (125,110,130) at time 13.932 m.y.
Uncompensated deficit of 1.68421e-09 g at index (130,109,124) at time 13.936 m.y.
Uncompensated deficit of 8.47298e-09 g at index (126,110,129) at time 13.940 m.y.
Uncompensated deficit of 3.2638e-10 g at index (128,108,124) at time 13.942 m.y.
Uncompensated deficit of 4.20109e-09 g at index (127,110,128) at time 13.946 m.y.
Uncompensated deficit of 1.35595e-08 g at index (87,70,113) at time 13.952 m.y.
Uncompensated deficit of 1.87493e-09 g at index (128,109,125) at time 13.952 m.y.
Uncompensated deficit of 1.06501e-08 g at index (128,110,127) at time 13.954 m.y.
Uncompensated deficit of 1.209e-09 g at index (132,110,124) at time 13.956 m.y.
Uncompensated deficit of 9.98282e-10 g at index (130,110,125) at time 13.956 m.y.
Uncompensated deficit of 1.3295e-08 g at index (87,71,115) at time 13.958 m.y.
Uncompensated deficit of 5.64283e-09 g at index (129,110,126) at time 13.958 m.y.
Uncompensated deficit of 3.40811e-09 g at index (130,111,127) at time 13.960 m.y.
Uncompensated deficit of 1.26992e-08 g at index (134,110,123) at time 13.962 m.y.
Uncompensated deficit of 8.19676e-09 g at index (127,109,126) at time 13.966 m.y.
Uncompensated deficit of 2.17229e-09 g at index (126,107,124) at time 13.972 m.y.
Uncompensated deficit of 6.33624e-11 g at index (131,111,126) at time 13.974 m.y.
Uncompensated deficit of 6.31624e-09 g at index (126,109,127) at time 13.974 m.y.
Uncompensated deficit of 2.28405e-09 g at index (46,38,31) at time 13.978 m.y.
Uncompensated deficit of 1.12188e-09 g at index (88,71,113) at time 13.980 m.y.
Uncompensated deficit of 7.98723e-09 g at index (125,109,128) at time 13.980 m.y.
Uncompensated deficit of 5.76855e-09 g at index (124,109,129) at time 13.984 m.y.
Uncompensated deficit of 1.14809e-08 g at index (87,72,117) at time 13.988 m.y.
Uncompensated deficit of 1.2006e-08 g at index (88,72,115) at time 13.994 m.y.
Uncompensated deficit of 1.0901e-09 g at index (132,112,127) at time 13.996 m.y.
Uncompensated deficit of 1.02102e-08 g at index (125,108,126) at time 13.998 m.y.
Time = 14000000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 7.1733e-09 g at index (95,76,109) at time 14.008 m.y.
Uncompensated deficit of 8.97462e-09 g at index (89,72,113) at time 14.010 m.y.
Uncompensated deficit of 7.67469e-09 g at index (133,112,126) at time 14.018 m.y.
Uncompensated deficit of 1.56769e-08 g at index (124,108,127) at time 14.018 m.y.
Uncompensated deficit of 1.61208e-08 g at index (45,37,30) at time 14.026 m.y.
Uncompensated deficit of 3.54393e-09 g at index (89,73,115) at time 14.028 m.y.
Uncompensated deficit of 1.31967e-08 g at index (88,73,117) at time 14.032 m.y.
Uncompensated deficit of 1.06832e-08 g at index (123,108,128) at time 14.034 m.y.
Uncompensated deficit of 1.28625e-09 g at index (90,73,113) at time 14.038 m.y.
Uncompensated deficit of 1.47102e-08 g at index (94,75,109) at time 14.040 m.y.
Uncompensated deficit of 4.41964e-09 g at index (90,72,111) at time 14.042 m.y.
Uncompensated deficit of 1.65539e-08 g at index (42,36,31) at time 14.048 m.y.
Uncompensated deficit of 1.32401e-08 g at index (94,76,111) at time 14.054 m.y.
Uncompensated deficit of 1.09513e-08 g at index (91,73,111) at time 14.062 m.y.
Uncompensated deficit of 1.58859e-08 g at index (93,74,109) at time 14.066 m.y.
Uncompensated deficit of 1.48186e-08 g at index (91,74,113) at time 14.066 m.y.
Uncompensated deficit of 6.00039e-09 g at index (93,75,111) at time 14.068 m.y.
Uncompensated deficit of 1.31636e-08 g at index (45,36,29) at time 14.072 m.y.
Uncompensated deficit of 1.81638e-09 g at index (92,74,111) at time 14.072 m.y.
Uncompensated deficit of 1.22997e-08 g at index (93,73,107) at time 14.074 m.y.
Uncompensated deficit of 8.48911e-09 g at index (92,73,109) at time 14.080 m.y.
Uncompensated deficit of 1.08485e-08 g at index (92,75,113) at time 14.084 m.y.
Uncompensated deficit of 8.64531e-10 g at index (91,72,108) at time 14.088 m.y.
Uncompensated deficit of 2.93055e-10 g at index (93,76,113) at time 14.090 m.y.
Uncompensated deficit of 2.45726e-09 g at index (43,35,29) at time 14.096 m.y.
Uncompensated deficit of 1.04507e-08 g at index (47,36,28) at time 14.098 m.y.
Uncompensated deficit of 3.40378e-09 g at index (45,34,27) at time 14.100 m.y.
Uncompensated deficit of 4.12011e-09 g at index (45,35,28) at time 14.102 m.y.
Uncompensated deficit of 1.98311e-08 g at index (92,72,106) at time 14.102 m.y.
Uncompensated deficit of 8.34183e-09 g at index (43,34,28) at time 14.106 m.y.
Uncompensated deficit of 1.37837e-08 g at index (47,35,27) at time 14.118 m.y.
Uncompensated deficit of 1.41671e-08 g at index (41,34,29) at time 14.120 m.y.
Uncompensated deficit of 1.65742e-08 g at index (91,71,106) at time 14.120 m.y.
Uncompensated deficit of 8.91216e-09 g at index (40,33,29) at time 14.132 m.y.
Uncompensated deficit of 1.0794e-08 g at index (40,34,30) at time 14.132 m.y.
Uncompensated deficit of 1.49871e-08 g at index (91,70,104) at time 14.136 m.y.
Uncompensated deficit of 1.35206e-08 g at index (89,68,104) at time 14.148 m.y.
Uncompensated deficit of 4.11931e-08 g at index (90,69,104) at time 14.150 m.y.
Uncompensated deficit of 1.17576e-08 g at index (100,85,119) at time 14.182 m.y.
Uncompensated deficit of 3.81573e-09 g at index (101,86,119) at time 14.190 m.y.
Uncompensated deficit of 1.18342e-09 g at index (101,85,121) at time 14.198 m.y.
Uncompensated deficit of 5.51764e-09 g at index (100,84,122) at time 14.198 m.y.
Uncompensated deficit of 7.63818e-09 g at index (102,87,119) at time 14.204 m.y.
Uncompensated deficit of 5.76535e-09 g at index (102,86,122) at time 14.204 m.y.
Uncompensated deficit of 1.23325e-08 g at index (99,83,122) at time 14.206 m.y.
Uncompensated deficit of 8.70939e-09 g at index (96,81,121) at time 14.218 m.y.
Uncompensated deficit of 1.11452e-08 g at index (98,82,123) at time 14.218 m.y.
Uncompensated deficit of 1.84346e-09 g at index (103,87,123) at time 14.220 m.y.
Uncompensated deficit of 1.1519e-08 g at index (103,88,120) at time 14.226 m.y.
Time = 14250000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 7.13859e-09 g at index (104,88,124) at time 14.250 m.y.
Uncompensated deficit of 9.71695e-10 g at index (104,89,121) at time 14.252 m.y.
Uncompensated deficit of 1.10963e-08 g at index (59,36,25) at time 14.260 m.y.
Uncompensated deficit of 1.13229e-08 g at index (9,26,38) at time 14.262 m.y.
Uncompensated deficit of 1.68218e-08 g at index (104,90,118) at time 14.262 m.y.
Uncompensated deficit of 2.53296e-08 g at index (58,34,23) at time 14.264 m.y.
Uncompensated deficit of 1.89449e-08 g at index (58,35,24) at time 14.272 m.y.
Uncompensated deficit of 5.9623e-09 g at index (105,90,122) at time 14.290 m.y.
Uncompensated deficit of 9.98009e-09 g at index (105,91,119) at time 14.304 m.y.
Time = 14500000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Uncompensated deficit of 2.00513e-09 g at index (57,60,83) at time 14.556 m.y.
Uncompensated deficit of 5.39307e-09 g at index (59,64,87) at time 14.568 m.y.
Uncompensated deficit of 7.78677e-11 g at index (59,63,86) at time 14.570 m.y.
Uncompensated deficit of 2.50615e-08 g at index (58,62,85) at time 14.572 m.y.
Uncompensated deficit of 2.24745e-08 g at index (112,98,129) at time 14.614 m.y.
Uncompensated deficit of 1.4155e-08 g at index (111,96,133) at time 14.640 m.y.
Uncompensated deficit of 1.27664e-08 g at index (110,94,138) at time 14.680 m.y.
Time = 14750000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 15000000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 15250000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 15500000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 15750000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 16000000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 16250000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 16500000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 16750000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 17000000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 17250000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 17500000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 17750000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 18000000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 18250000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 18500000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 18750000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 19000000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 19250000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 19500000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Time = 19750000.000000, delC = 2.61326e-07, NuclRate = 1.9189e-13
Model has achieved completion conditions.  Quitting.
Run finished at: Wed Jul 29 11:23:02 2015

